timestamp,pid,name,cpu_percent,memory_percent,memory_rss,status,connections
2025-08-07T16:04:39.904588,28871,python3,0,1.6103019180480547,194543616,running,0
2025-08-07T16:11:12.145146,1506,mysqld,0,1.53951047445524,185991168,sleeping,1
2025-08-07T16:11:12.163944,23114,python3,0,0.262755597626588,31744000,sleeping,0
2025-08-07T16:11:12.168024,29628,python3,0,1.6146077194543227,195063808,running,0
2025-08-07T16:11:15.716303,1506,mysqld,0,1.53951047445524,185991168,sleeping,1
2025-08-07T16:11:15.734657,23114,python3,0,0.262755597626588,31744000,sleeping,0
2025-08-07T16:11:15.739082,29628,python3,73.9,1.8727862840899958,226254848,running,0
2025-08-07T16:21:16.743689,1506,mysqld,0,1.53951047445524,185991168,sleeping,1
2025-08-07T16:21:16.770733,30943,python3,0,1.705741531895648,206073856,running,0
2025-08-07T16:53:46.799370,1506,mysqld,0,1.5362556954394784,185597952,sleeping,1
2025-08-07T16:53:46.830003,36334,python3,0,0.32276558572969266,38993920,sleeping,0
2025-08-07T16:53:46.830415,36533,python3,0,1.6163368208064461,195272704,running,0
2025-08-07T17:04:26.765260,1506,mysqld,0,1.5362556954394784,185597952,sleeping,1
2025-08-07T17:04:26.879196,38222,python3,0,0.32646111607050526,39440384,sleeping,0
2025-08-07T17:04:26.879560,38318,python3,0,1.6150484707793737,195117056,running,0
2025-08-07T17:09:57.048414,1506,mysqld,0,1.5362556954394784,185597952,sleeping,1
2025-08-07T17:09:57.132856,39207,python3,0,0.32561351736848404,39337984,sleeping,0
2025-08-07T17:09:57.133301,39710,python3,0,1.6185405774317014,195538944,running,0
2025-08-07T17:16:24.013042,1506,mysqld,0,1.5362556954394784,185597952,sleeping,1
2025-08-07T17:16:24.099811,40792,python3,0,0.6177638379811691,74633216,sleeping,0
2025-08-07T17:16:24.116187,40942,python3,0,1.6166758602872546,195313664,running,0
2025-08-07T17:27:45.175326,1506,mysqld,0,1.5286612110693678,184680448,sleeping,0
2025-08-07T17:27:45.395601,44255,python3,0,0.660042061237989,79740928,sleeping,0
2025-08-07T17:27:45.412706,44368,python3,0,1.616370724754527,195276800,running,0
2025-08-07T22:09:30.407829,1506,mysqld,0,1.368092112958462,165281792,sleeping,1
2025-08-07T22:09:30.431569,71711,python3,0,0.32585084500505,39366656,sleeping,0
2025-08-07T22:09:30.432170,71823,python3,0,1.61569264579291,195194880,running,0
2025-08-07T22:25:38.930121,1506,mysqld,0,1.3659222602812875,165019648,sleeping,0
2025-08-07T22:25:38.970897,73784,python3,0,0.3370391478717305,40718336,sleeping,0
2025-08-07T22:25:38.976398,73966,python3,0,0.6642122468519337,80244736,sleeping,0
2025-08-07T22:25:38.977536,74005,python3,0,1.619083040600995,195604480,running,0
2025-08-07T22:28:13.898887,1506,mysqld,0,1.3659222602812875,165019648,sleeping,1
2025-08-07T22:28:13.960570,73784,python3,0,0.3370391478717305,40718336,sleeping,0
2025-08-07T22:28:13.978764,74478,python3,0,0.6644156705404187,80269312,sleeping,0
2025-08-07T22:28:13.994475,74534,python3,0,1.6180998261066504,195616768,running,0
2025-08-07T22:57:45.791428,1506,mysqld,0,1.3225252067377993,159776768,sleeping,1
2025-08-07T22:57:45.864075,73784,python3,0,0.336700108390922,40677376,sleeping,0
2025-08-07T22:57:45.876801,77749,python3,0,1.6145060076100801,195051520,running,0
2025-08-10T16:37:15.806731,1506,mysqld,0,1.271025109602988,153554944,sleeping,1
2025-08-10T16:37:15.833261,489139,mysqld_exporter,0,0.0786232555994913,9498624,sleeping,1
2025-08-10T16:37:15.839046,505884,python3,0,0.4479050580961102,54112256,sleeping,3
2025-08-10T16:37:15.845763,523052,python3,0,1.2941815061422086,156352512,sleeping,0
2025-08-10T16:37:15.848608,524520,python3,0,1.6178285945220034,195452928,running,0
2025-08-12T22:35:06.338113,1493,mysqld,0,1.5909400667364182,192204800,sleeping,1
2025-08-12T22:35:06.372961,19137,python3,0,0.30371105205806787,36691968,sleeping,0
2025-08-12T22:35:06.375240,19169,python3,0,1.615723810770181,195330048,running,0
2025-08-13T00:12:34.182076,1493,mysqld,0,0.8553612561255854,103337984,sleeping,1
2025-08-13T00:12:34.233566,20160,python3,0,0.554057380300619,66936832,sleeping,3
2025-08-13T00:12:34.262434,51726,python3,0,0.3038127637298891,36704256,sleeping,0
2025-08-13T00:12:34.264472,51747,python3,0,1.616028945785645,195235840,running,0
2025-08-13T02:05:53.509807,1502,mysqld,0,1.6035222157465636,193724416,sleeping,1
2025-08-13T02:05:53.522627,7440,python3,0,1.811387462379306,218836992,running,0
2025-08-13T02:06:06.143095,1502,mysqld,0.1,1.6035222157465636,193724416,sleeping,1
2025-08-13T02:06:06.155273,7440,python3,17.3,1.9438163733803648,234835968,running,0
2025-08-13T02:09:13.546681,1502,mysqld,0,1.6035222157465636,193724416,sleeping,1
2025-08-13T02:09:13.559345,8198,python3,0,1.809692263825785,218632192,running,0
2025-08-13T02:09:25.865823,1502,mysqld,0.1,1.6035222157465636,193724416,sleeping,1
2025-08-13T02:09:25.878624,8198,python3,16.5,1.968227232551067,237785088,running,0
